currentState,packetSize,interArrivalTime
online video games,[115.00205325],[0.00144825]
online video games,[181.91999781],[0.01259917]
online video games,[124.61634525],[0.00115643]
online video games,[255.99894878],[0.00874269]
online video games,[91.57360966],[0.01777065]
online video games,[122.48193116],[0.0086011]
online video games,[115.0262358],[0.00949183]
online video games,[131.21304293],[0.00084073]
online video games,[121.1886224],[0.02059945]
online video games,[84.35165782],[0.02185526]
online video games,[115.42539784],[0.00992811]
online video games,[113.46342339],[0.00553272]
online video games,[114.91138985],[0.00656709]
online video games,[120.00354357],[0.00136527]
online video games,[239.29980077],[0.01279718]
online video games,[115.40872081],[0.00464573]
online video games,[287.46689305],[0.00724069]
online video games,[114.97562427],[0.00164199]
online video games,[138.03043147],[0.00727897]
online video games,[116.08402419],[0.00977646]
online video games,[369.70542642],[0.00843211]
online video games,[142.76891641],[0.00263843]
online video games,[126.87238205],[0.0112323]
online video games,[98.19504876],[0.00710646]
online video games,[147.68552994],[0.00628621]
online video games,[98.52540065],[0.00290852]
online video games,[173.51529328],[0.01663674]
online video games,[135.7408645],[0.00853715]
online video games,[126.22664973],[0.01686498]
online video games,[136.87376115],[0.0142561]
online video games,[59.63462769],[0.02090951]
online video games,[182.87498734],[0.00494314]
online video games,[114.41554053],[0.00080047]
online video games,[75.68370727],[0.01641407]
online video games,[109.49106772],[0.00430718]
online video games,[128.66354287],[0.02127943]
online video games,[110.77348933],[0.00034842]
online video games,[121.88273591],[0.00303659]
online video games,[114.06261315],[0.00102072]
online video games,[143.42835126],[0.01101912]
online video games,[87.15580276],[2.76068184e-05]
online video games,[111.45429224],[0.00574303]
online video games,[119.53141674],[0.00376816]
online video games,[227.66311339],[0.02181314]
online video games,[115.57771864],[0.00330692]
online video games,[274.71381339],[0.00122389]
online video games,[129.25896863],[0.00233167]
online video games,[107.35437978],[0.00923549]
online video games,[106.8168425],[0.01285122]
online video games,[550.23278685],[0.00193679]
online video games,[163.19505692],[0.00201205]
online video games,[160.93411027],[0.00269522]
online video games,[113.76851655],[0.00583557]
online video games,[45.62563276],[0.00629562]
online video games,[60.7593785],[0.01629489]
online video games,[118.05866212],[0.00078673]
online video games,[114.81333871],[0.00067481]
online video games,[83.09432006],[0.00781684]
online video games,[493.14892353],[0.00735342]
online video games,[135.04049792],[0.0037712]
online video games,[118.42860344],[0.00039824]
online video games,[145.35302396],[0.00094981]
online video games,[108.93802478],[0.01538227]
online video games,[114.93884088],[0.00661174]
online video games,[132.03008762],[0.0041048]
online video games,[114.15450573],[0.01096019]
online video games,[120.07791865],[0.00301917]
online video games,[115.44755508],[5.31508988e-05]
online video games,[51.97464924],[0.04383011]
online video games,[118.35369589],[0.00618504]
online video games,[114.41509337],[0.01082453]
online video games,[275.23542607],[0.00555711]
online video games,[45.07095991],[0.01025668]
online video games,[155.9719605],[0.02192419]
online video games,[79.81576764],[0.02032133]
online video games,[135.3845907],[0.0125222]
online video games,[112.14453826],[0.02230643]
online video games,[112.93433945],[0.01557028]
online video games,[273.40764995],[0.00287813]
online video games,[124.72675704],[0.00104473]
online video games,[114.93326304],[0.00876222]
online video games,[97.69236684],[0.05142355]
online video games,[109.91419939],[0.02279121]
online video games,[116.50606992],[0.00096301]
online video games,[410.41216011],[0.00344032]
online video games,[114.04347858],[0.00362293]
online video games,[86.25188239],[0.00598435]
online video games,[123.65400409],[0.00478246]
online video games,[108.73173842],[0.00192385]
online video games,[114.66763446],[0.03863475]
online video games,[117.34048344],[0.00012861]
online video games,[130.27440404],[0.00160964]
online video games,[115.13872917],[0.00019578]
online video games,[117.14537573],[0.01490452]
online video games,[100.61785059],[0.00401614]
online video games,[115.47325155],[0.00295079]
online video games,[189.13610089],[0.00865705]
online video games,[185.07822635],[0.00877994]
online video games,[167.7784234],[0.00196906]
online video games,[110.46837907],[0.01079434]
online video games,[127.42268826],[0.00313886]
online video games,[175.60327983],[0.01310522]
online video games,[184.7224552],[0.02558045]
online video games,[114.25166911],[0.00025543]
online video games,[93.43178625],[0.00398929]
online video games,[337.99373629],[0.00428621]
online video games,[193.91844761],[0.00389569]
online video games,[109.2594942],[0.01707933]
online video games,[109.86896278],[0.02230618]
online video games,[115.10733732],[0.00014573]
online video games,[1036.97428806],[0.0339643]
online video games,[356.81732337],[0.02974017]
online video games,[86.98357152],[8.7514854e-05]
online video games,[116.92839754],[0.00868813]
online video games,[116.29051668],[0.02411694]
online video games,[120.31400024],[0.0006672]
online video games,[111.77130588],[0.00648943]
online video games,[133.93067877],[0.00606722]
online video games,[129.22399147],[0.0183426]
online video games,[150.9161727],[0.00198693]
online video games,[115.84778276],[0.02199572]
online video games,[116.64283855],[0.00393393]
online video games,[121.27051711],[0.00107638]
online video games,[48.97504014],[0.001909]
online video games,[114.66105641],[0.01936249]
online video games,[105.10923881],[0.00199032]
online video games,[110.81238254],[0.04546073]
online video games,[129.84288203],[0.00415608]
online video games,[2742.21729735],[0.00758476]
online video games,[194.0576083],[0.0055332]
online video games,[110.90401681],[0.00361161]
online video games,[139.8594462],[0.02601116]
online video games,[116.73025162],[0.00054949]
online video games,[58.76594057],[0.00042221]
online video games,[86.31755354],[0.00371118]
online video games,[143.48261931],[0.00483364]
online video games,[115.169408],[0.00262703]
online video games,[134.22987004],[0.00457675]
online video games,[64.49688674],[0.00229476]
online video games,[115.23502729],[0.00242776]
online video games,[114.24435642],[0.01868085]
online video games,[133.49787543],[0.00701083]
online video games,[125.57386096],[0.01229956]
online video games,[93.44450048],[0.00046617]
online video games,[170.65004156],[0.00622087]
online video games,[114.79500485],[0.00133562]
online video games,[248.50267901],[0.00999708]
online video games,[227.13611398],[0.02855631]
online video games,[183.681381],[0.04813208]
online video games,[1133.69669802],[0.00331386]
online video games,[147.2762957],[0.00504057]
online video games,[50.4824864],[0.00664725]
online video games,[90.4043128],[0.00024178]
online video games,[69.89358588],[0.01412586]
online video games,[114.96478682],[0.00306095]
online video games,[112.09884041],[0.00586478]
online video games,[109.93204358],[0.0140831]
online video games,[114.27432516],[0.00474503]
online video games,[245.086482],[0.01222422]
online video games,[118.70061648],[0.00225544]
online video games,[116.62056105],[0.02490098]
online video games,[150.92268886],[7.32683274e-05]
online video games,[171.54767224],[0.0106434]
online video games,[119.31355109],[0.0025096]
online video games,[97.53990147],[0.00647649]
online video games,[110.56456738],[0.00777833]
online video games,[121.18953526],[0.01264516]
online video games,[156.2375207],[0.00209036]
online video games,[98.7928534],[0.02071339]
online video games,[108.07568293],[0.00503309]
online video games,[139.3957233],[0.00425926]
online video games,[163.33935793],[0.01802353]
online video games,[234.08096848],[0.00293677]
online video games,[246.62577203],[0.01917526]
online video games,[225.93095326],[0.00852488]
online video games,[882.91267288],[0.0131906]
online video games,[115.04298238],[0.0150585]
online video games,[114.97649774],[0.00962306]
online video games,[325.7541753],[0.00202376]
online video games,[152.70669784],[0.00978542]
online video games,[108.13070302],[0.00292269]
online video games,[116.67216089],[0.00113634]
online video games,[396.31495564],[0.00590465]
online video games,[548.5307368],[0.00667207]
online video games,[69.45351039],[0.04449026]
online video games,[109.49458595],[0.01229382]
online video games,[94.56295533],[0.00474158]
online video games,[147.29274195],[0.00218628]
online video games,[126.45667287],[0.00561289]
online video games,[113.09500206],[0.00229357]
online video games,[107.67848033],[0.0071584]
online video games,[78.40761219],[0.0055755]
online video games,[77.86671797],[0.02357999]
online video games,[115.51449483],[0.00892926]
online video games,[273.90987322],[0.00122039]
online video games,[115.16343895],[0.0003764]
online video games,[59.39292101],[0.00800038]
online video games,[115.01623239],[0.00061352]
online video games,[96.76670306],[0.00388824]
online video games,[172.13232692],[0.00221272]
online video games,[98.52851633],[0.00395195]
online video games,[115.83907816],[0.00196275]
online video games,[71.58675048],[0.00567244]
online video games,[128.43696658],[0.01504106]
online video games,[117.62903463],[0.00217421]
online video games,[121.71863503],[0.00267978]
online video games,[124.41406976],[0.00974643]
online video games,[135.69957036],[0.01163575]
online video games,[127.8223766],[0.01566079]
online video games,[242.89887853],[0.00100126]
online video games,[92.85034703],[0.00086161]
online video games,[115.01126597],[0.00591362]
online video games,[96.64071168],[0.0102263]
online video games,[171.84358171],[0.02316192]
online video games,[90.57844529],[0.00011243]
online video games,[114.9951563],[0.0095178]
online video games,[118.78342136],[0.00650817]
online video games,[110.50231012],[0.01461883]
online video games,[138.60498744],[0.0175032]
social networks,[55.06337073],[0.00960151]
social networks,[55.19423144],[0.02847242]
social networks,[55.03202683],[0.06739329]
social networks,[54.25607692],[0.00273542]
social networks,[54.76241756],[0.02970053]
social networks,[54.0033259],[0.01984673]
social networks,[54.11243126],[0.06876526]
social networks,[54.04139591],[0.05260233]
social networks,[54.15607225],[0.00150996]
social networks,[55.07774582],[0.02056473]
social networks,[66.37057184],[0.02086426]
